date,temp_max,temp_min,temp_mean,precipitation,rain,et0,radiation,wind_max,soil_moisture_surface,soil_moisture_deep,soil_temp
2023-11-10,28.4,23.8,25.4,14.2,14.2,1.88,9.64,16.6,0.4107083333333333,0.39970833333333333,26.166666666666668
2023-11-11,31.1,23.8,26.9,5.6,5.6,3.79,18.87,18.4,0.40975,0.4071666666666667,27.075
2023-11-12,30.5,24.6,27.3,5.6,5.6,4.03,20.39,17.1,0.3978333333333333,0.39766666666666667,27.791666666666668
2023-11-13,31.3,24.2,27.7,0.1,0.1,4.37,21.43,19.5,0.36845833333333333,0.381875,28.045833333333334
2023-11-14,30.5,24.6,27.2,5.6,5.6,3.81,18.87,19.9,0.3626666666666667,0.36762500000000004,27.833333333333332
2023-11-15,29.8,24.5,26.2,12.9,12.9,2.55,13.01,14.3,0.37795833333333334,0.36941666666666667,26.958333333333332
2023-11-16,29.0,23.9,26.3,7.9,7.9,2.5,12.19,21.8,0.3974583333333333,0.39075,26.433333333333334
2023-11-17,31.0,23.6,26.1,4.0,4.0,3.78,19.02,14.8,0.3842916666666667,0.3825416666666667,26.666666666666668
2023-11-18,30.8,21.9,25.8,0.0,0.0,4.32,21.16,11.9,0.36916666666666664,0.3750833333333334,26.229166666666668
2023-11-19,30.1,21.8,25.7,0.0,0.0,4.01,19.08,10.1,0.344125,0.3618333333333333,26.412499999999998
2023-11-20,31.0,22.6,26.5,0.1,0.1,4.23,20.43,9.5,0.331,0.35224999999999995,27.054166666666664
2023-11-21,30.5,24.2,26.5,2.5,2.5,3.48,17.21,13.6,0.3222916666666667,0.339625,27.366666666666664
2023-11-22,31.1,23.7,26.9,1.4,1.4,3.96,19.25,8.3,0.31245833333333334,0.33083333333333337,27.579166666666666
2023-11-23,27.5,24.8,26.0,1.6,1.6,1.47,6.86,4.4,0.31720833333333337,0.3256666666666667,26.5625
2023-11-24,28.8,23.7,25.9,0.9,0.9,2.06,9.2,9.4,0.31725,0.32379166666666664,26.354166666666668
2023-11-25,30.2,22.5,26.1,11.8,11.8,3.77,18.14,12.8,0.3229583333333333,0.31825,26.579166666666666
2023-11-26,30.0,23.4,26.2,0.1,0.1,2.88,13.58,13.8,0.31775,0.3156666666666667,26.679166666666664
2023-11-27,30.7,23.6,26.6,0.1,0.1,3.26,15.6,8.9,0.284375,0.30883333333333335,27.1875
2023-11-28,30.9,22.0,26.4,0.0,0.0,4.29,20.68,13.0,0.26866666666666666,0.30266666666666664,27.304166666666664
2023-11-29,31.2,23.4,27.1,0.2,0.2,4.1,19.26,20.9,0.25704166666666667,0.297125,27.566666666666666
2023-11-30,31.9,24.0,27.2,3.9,3.9,3.94,18.69,14.8,0.26295833333333335,0.29441666666666666,27.787499999999998
2023-12-01,32.0,24.0,27.5,1.1,1.1,4.19,19.04,13.2,0.24879166666666666,0.28924999999999995,28.070833333333336
2023-12-02,30.0,23.3,25.9,9.2,9.2,2.28,10.25,16.6,0.2774583333333333,0.28920833333333335,26.620833333333334
2023-12-03,30.0,23.8,26.1,4.3,4.3,2.88,13.65,20.9,0.36191666666666666,0.31616666666666665,26.28333333333333
2023-12-04,32.2,23.5,26.7,2.0,2.0,3.6,17.6,14.4,0.3302083333333334,0.312625,26.958333333333332
2023-12-05,31.5,23.1,27.0,0.1,0.1,4.38,20.89,14.4,0.30791666666666667,0.309375,27.479166666666668
2023-12-06,31.0,24.0,27.0,1.8,1.8,3.67,17.81,11.0,0.293875,0.3055,27.712500000000002
2023-12-07,30.9,24.1,26.9,0.3,0.3,4.0,19.52,9.5,0.28379166666666666,0.3017083333333333,27.895833333333332
2023-12-08,29.6,23.6,26.4,0.0,0.0,2.81,13.25,10.7,0.2751666666666667,0.2972916666666667,27.229166666666668
2023-12-09,31.2,24.4,26.9,0.2,0.2,3.71,17.55,11.6,0.2687083333333334,0.2935,27.508333333333336
2023-12-10,31.2,24.1,26.9,0.4,0.4,3.71,17.29,11.2,0.259875,0.28962499999999997,27.508333333333336
2023-12-11,31.8,22.8,26.9,0.0,0.0,4.38,20.89,12.0,0.24858333333333335,0.2869583333333333,27.7625
2023-12-12,31.9,23.6,27.0,0.0,0.0,4.59,20.98,14.9,0.23604166666666668,0.28195833333333337,27.587500000000002
2023-12-13,32.0,23.9,27.3,0.2,0.2,4.03,17.66,11.8,0.22608333333333333,0.27758333333333335,27.695833333333336
2023-12-14,32.0,24.9,28.0,0.0,0.0,4.88,20.98,17.5,0.21875,0.2737916666666667,28.333333333333332
2023-12-15,32.3,24.8,27.8,0.0,0.0,4.62,20.23,13.7,0.20904166666666668,0.269125,28.34583333333333
2023-12-16,32.2,24.7,27.7,0.0,0.0,4.63,20.5,14.9,0.20195833333333335,0.264875,28.320833333333336
2023-12-17,31.5,23.6,27.3,0.3,0.3,4.49,20.21,18.0,0.19595833333333335,0.26016666666666666,28.175
2023-12-18,32.5,23.6,27.1,0.7,0.7,4.12,19.34,15.5,0.19275,0.255375,28.041666666666668
2023-12-19,32.4,23.5,27.0,1.0,1.0,3.94,18.89,8.2,0.20179166666666667,0.25475,27.8875
2023-12-20,32.8,23.8,27.2,0.9,0.9,4.02,19.02,11.1,0.19495833333333334,0.25129166666666664,27.958333333333332
2023-12-21,32.2,23.3,27.0,0.0,0.0,4.06,18.85,9.5,0.20433333333333334,0.25225000000000003,27.175
2023-12-22,30.9,23.2,26.3,0.2,0.2,3.57,14.51,13.0,0.19933333333333333,0.25233333333333335,26.90833333333333
2023-12-23,30.5,23.5,26.3,0.1,0.1,3.95,15.93,12.7,0.19333333333333336,0.25129166666666664,26.979166666666668
2023-12-24,27.8,22.6,25.0,1.3,1.3,2.32,9.9,9.0,0.19779166666666667,0.25183333333333335,26.008333333333336
2023-12-25,31.5,22.4,26.1,0.0,0.0,3.9,17.35,12.5,0.19462500000000002,0.25170833333333337,26.491666666666664
2023-12-26,31.6,21.4,26.1,0.0,0.0,4.26,20.1,10.5,0.18695833333333334,0.24962499999999999,27.041666666666668
2023-12-27,31.9,22.8,26.4,0.0,0.0,4.02,18.96,10.6,0.18070833333333333,0.24779166666666666,27.40416666666667
2023-12-28,31.6,22.9,27.1,0.1,0.1,4.24,19.35,16.6,0.17658333333333331,0.24666666666666667,27.849999999999998
2023-12-29,32.3,24.3,27.6,0.1,0.1,4.35,19.63,13.2,0.17379166666666668,0.24366666666666667,28.429166666666664
2023-12-30,32.8,24.2,27.8,0.2,0.2,4.54,20.14,12.8,0.167875,0.24083333333333332,28.679166666666664
2023-12-31,31.1,24.0,27.1,0.6,0.6,3.8,18.0,10.2,0.16420833333333335,0.23870833333333333,28.3625
